"tid","paper_doi","posted_on","is_retraction_related"
"1082803519370022914","10.1080/0966369x.2018.1475346","2019-01-09 0:57:31",""
"1082803627364962312","10.1080/0966369x.2018.1475346","2019-01-09 0:57:56","1"
"1082803679844012034","10.1080/0966369x.2018.1475346","2019-01-09 0:58:09",""
"1082803972509884416","10.1080/0966369x.2018.1475346","2019-01-09 0:59:19","1"
"1082804177242386434","10.1080/0966369x.2018.1475346","2019-01-09 1:00:08",""
"1082804496600887296","10.1080/0966369x.2018.1475346","2019-01-09 1:01:24","1"
"1082804972054446080","10.1080/0966369x.2018.1475346","2019-01-09 1:03:17","1"
"1082807405279367168","10.1080/0966369x.2018.1475346","2019-01-09 1:12:57","1"
"1082807695705542656","10.1080/0966369x.2018.1475346","2019-01-09 1:14:06","1"
"1082813643324977152","10.1080/0966369x.2018.1475346","2019-01-09 1:37:44","1"
"1082814132938817536","10.1080/0966369x.2018.1475346","2019-01-09 1:39:41","1"
"1082814181819113473","10.1080/0966369x.2018.1475346","2019-01-09 1:39:53","1"
"1082814764106031109","10.1080/0966369x.2018.1475346","2019-01-09 1:42:12","1"
"1082828289834651649","10.1080/0966369x.2018.1475346","2019-01-09 2:35:56","1"
"1082829221104443393","10.1080/0966369x.2018.1475346","2019-01-09 2:39:38","1"
"1082832170719207424","10.1080/0966369x.2018.1475346","2019-01-09 2:51:22","1"
"1082833350216232960","10.1080/0966369x.2018.1475346","2019-01-09 2:56:03","1"
"1082834881766481920","10.1080/0966369x.2018.1475346","2019-01-09 3:02:08","1"
"1082838254259458049","10.1080/0966369x.2018.1475346","2019-01-09 3:15:32","1"
"1082871042899611649","10.1080/0966369x.2018.1475346","2019-01-09 5:25:50","1"
"1082871110608347137","10.1080/0966369x.2018.1475346","2019-01-09 5:26:06",""
"1082877613742440449","10.1080/0966369x.2018.1475346","2019-01-09 5:51:56","1"
"1082881766161936384","10.1080/0966369x.2018.1475346","2019-01-09 6:08:26","1"
"1082894662061285376","10.1080/0966369x.2018.1475346","2019-01-09 6:59:41","1"
"1082907407502712833","10.1080/0966369x.2018.1475346","2019-01-09 7:50:20","1"
"1082916491601752066","10.1080/0966369x.2018.1475346","2019-01-09 8:26:25","1"
"1082934354395901958","10.1080/0966369x.2018.1475346","2019-01-09 9:37:24",""
"1082967078070599680","10.1080/0966369x.2018.1475346","2019-01-09 11:47:26","1"
"1082968285153542144","10.1080/0966369x.2018.1475346","2019-01-09 11:52:14","1"
"1082970717946286081","10.1080/0966369x.2018.1475346","2019-01-09 12:01:54","1"
"1082971651246096384","10.1080/0966369x.2018.1475346","2019-01-09 12:05:36","1"
"1082972166566612993","10.1080/0966369x.2018.1475346","2019-01-09 12:07:39","1"
"1082973937238196226","10.1080/0966369x.2018.1475346","2019-01-09 12:14:41",""
"1082974024135860224","10.1080/0966369x.2018.1475346","2019-01-09 12:15:02",""
"1082975129418768384","10.1080/0966369x.2018.1475346","2019-01-09 12:19:26","1"
"1082975805993476096","10.1080/0966369x.2018.1475346","2019-01-09 12:22:07","1"
"1082978775959142406","10.1080/0966369x.2018.1475346","2019-01-09 12:33:55","1"
"1082982344972214273","10.1080/0966369x.2018.1475346","2019-01-09 12:48:06","1"
"1082986955795845120","10.1080/0966369x.2018.1475346","2019-01-09 13:06:25","1"
"1082991378135691265","10.1080/0966369x.2018.1475346","2019-01-09 13:24:00","1"
"1082994613823119360","10.1080/0966369x.2018.1475346","2019-01-09 13:36:51","1"
"1082997431099408385","10.1080/0966369x.2018.1475346","2019-01-09 13:48:03","1"
"1082998226800857090","10.1080/0966369x.2018.1475346","2019-01-09 13:51:13","1"
"1083003125819158541","10.1080/0966369x.2018.1475346","2019-01-09 14:10:41","1"
"1083004059047596033","10.1080/0966369x.2018.1475346","2019-01-09 14:14:23","1"
"1083022182630985728","10.1080/0966369x.2018.1475346","2019-01-09 15:26:24","1"
"1083023883555536897","10.1080/0966369x.2018.1475346","2019-01-09 15:33:10","1"
"1083024281557233664","10.1080/0966369x.2018.1475346","2019-01-09 15:34:44",""
"1083025555644141569","10.1080/0966369x.2018.1475346","2019-01-09 15:39:48","1"
"1083032760791502850","10.1080/0966369x.2018.1475346","2019-01-09 16:08:26",""
"1083034324511981573","10.1080/0966369x.2018.1475346","2019-01-09 16:14:39","1"
"1083038710436937728","10.1080/0966369x.2018.1475346","2019-01-09 16:32:05","1"
"1083039771323060224","10.1080/0966369x.2018.1475346","2019-01-09 16:36:18","1"
"1083055389006950402","10.1080/0966369x.2018.1475346","2019-01-09 17:38:21","1"
"1083057844625309698","10.1080/0966369x.2018.1475346","2019-01-09 17:48:07","1"
"1083095928444252161","10.1080/0966369x.2018.1475346","2019-01-09 20:19:26","1"
"1083100574000791552","10.1080/0966369x.2018.1475346","2019-01-09 20:37:54","1"
"1083107463862407170","10.1080/0966369x.2018.1475346","2019-01-09 21:05:17","1"
"1083109080334508033","10.1080/0966369x.2018.1475346","2019-01-09 21:11:42","1"
"1083110761906487297","10.1080/0966369x.2018.1475346","2019-01-09 21:18:23","1"
"1083112383030218769","10.1080/0966369x.2018.1475346","2019-01-09 21:24:50","1"
"1083124340248510467","10.1080/0966369x.2018.1475346","2019-01-09 22:12:20","1"
"1083179743434792960","10.1080/0966369x.2018.1475346","2019-01-10 1:52:29","1"
"1083249922902818817","10.1080/0966369x.2018.1475346","2019-01-10 6:31:22",""
"1085292588658249728","10.1080/0966369x.2018.1475346","2019-01-15 21:48:11","1"
"1087617084597493761","10.1080/0966369x.2018.1475346","2019-01-22 7:44:54",""
"1089936800552894467","10.1080/0966369x.2018.1475346","2019-01-28 17:22:37",""
"1095847070806622208","10.1080/0966369x.2018.1475346","2019-02-14 0:47:56",""
"1097211997123268608","10.1080/0966369x.2018.1475346","2019-02-17 19:11:39","1"
"1099188120011108353","10.1080/0966369x.2018.1475346","2019-02-23 6:04:04",""
"1099337601625001991","10.1080/0966369x.2018.1475346","2019-02-23 15:58:03",""
"1101157451930484738","10.1080/0966369x.2018.1475346","2019-02-28 16:29:29","1"
"1101182180498132992","10.1080/0966369x.2018.1475346","2019-02-28 18:07:45","1"
"1101184003669782528","10.1080/0966369x.2018.1475346","2019-02-28 18:15:00",""
"1101186057788407809","10.1080/0966369x.2018.1475346","2019-02-28 18:23:09",""
"1101187738601107456","10.1080/0966369x.2018.1475346","2019-02-28 18:29:50",""
"1101192436649508864","10.1080/0966369x.2018.1475346","2019-02-28 18:48:30",""
"1101192618787012608","10.1080/0966369x.2018.1475346","2019-02-28 18:49:14","1"
"1101201308470534144","10.1080/0966369x.2018.1475346","2019-02-28 19:23:45","1"
"1101202262993465344","10.1080/0966369x.2018.1475346","2019-02-28 19:27:33","1"
"1101224571401846784","10.1080/0966369x.2018.1475346","2019-02-28 20:56:12",""
"1101225978263728128","10.1080/0966369x.2018.1475346","2019-02-28 21:01:47","1"
"1101249053877301248","10.1080/0966369x.2018.1475346","2019-02-28 22:33:29","1"
"1101274260855754752","10.1080/0966369x.2018.1475346","2019-03-01 0:13:39",""
"1101275153131061249","10.1080/0966369x.2018.1475346","2019-03-01 0:17:11",""
"1101281370364616704","10.1080/0966369x.2018.1475346","2019-03-01 0:41:54","1"
"1101289984705720321","10.1080/0966369x.2018.1475346","2019-03-01 1:16:07",""
"1101339197980508160","10.1080/0966369x.2018.1475346","2019-03-01 4:31:41","1"
"1101357264621981696","10.1080/0966369x.2018.1475346","2019-03-01 5:43:28","1"
"1101387623225065472","10.1080/0966369x.2018.1475346","2019-03-01 7:44:06","1"
"1101467237477564416","10.1080/0966369x.2018.1475346","2019-03-01 13:00:28","1"
"1101572724139286529","10.1080/0966369x.2018.1475346","2019-03-01 19:59:38","1"
"1101579976699076608","10.1080/0966369x.2018.1475346","2019-03-01 20:28:27","1"
"1106017061057245188","10.1080/0966369x.2018.1475346","2019-03-14 2:19:50","1"
"1106017123967664128","10.1080/0966369x.2018.1475346","2019-03-14 2:20:05","1"
"1109452271446704128","10.1080/0966369x.2018.1475346","2019-03-23 13:50:08",""
"1048581472091869185","10.1080/21604851.2018.1453622","2018-10-06 14:31:19",""
"1048683268860600320","10.1080/21604851.2018.1453622","2018-10-06 21:15:49",""
"1049439350637912064","10.1080/21604851.2018.1453622","2018-10-08 23:20:13",""
"1049700516509421574","10.1080/21604851.2018.1453622","2018-10-09 16:38:00",""
"1064176757861842944","10.1080/21604851.2018.1453622","2018-11-18 15:21:25","1"
"1093901978466439168","10.1080/21604851.2018.1453622","2019-02-08 15:58:50",""
"1102437763591344128","10.1080/21604851.2018.1453622","2019-03-04 5:16:59","1"
"1102589536125833216","10.1080/21604851.2018.1453622","2019-03-04 15:20:05","1"
"1105883599193235456","10.1080/21604851.2018.1453622","2019-03-13 17:29:31",""
"1045564661775491072","10.1016/j.drugpo.2018.06.018","2018-09-28 6:43:35","1"
"1045568733849088000","10.1016/j.drugpo.2018.06.018","2018-09-28 6:59:46",""
"1045594804795650048","10.1016/j.drugpo.2018.06.018","2018-09-28 8:43:22",""
"1045595658286247936","10.1016/j.drugpo.2018.06.018","2018-09-28 8:46:45",""
"1045619349430652929","10.1016/j.drugpo.2018.06.018","2018-09-28 10:20:54","1"
"1045650994447753217","10.1016/j.drugpo.2018.06.018","2018-09-28 12:26:38","1"
"1048846058183258112","10.1016/j.drugpo.2018.06.018","2018-10-07 8:02:41",""
"1048853374249197568","10.1016/j.drugpo.2018.06.018","2018-10-07 8:31:45",""
"1048923794654617600","10.1016/j.drugpo.2018.06.018","2018-10-07 13:11:35",""
"1052241087815974916","10.1016/j.drugpo.2018.06.018","2018-10-16 16:53:19",""
"1052241650028859393","10.1016/j.drugpo.2018.06.018","2018-10-16 16:55:33",""
"1052362891272306689","10.1016/j.drugpo.2018.06.018","2018-10-17 0:57:19",""
"1058522444774830080","10.1016/j.drugpo.2018.06.018","2018-11-03 0:53:11",""
"1053320652566990850","10.1016/j.ajhg.2017.09.002","2018-10-19 16:23:07",""
"1086216858431303680","10.1097/ta.0000000000001662","2019-01-18 11:00:54",""
"1033153527714000896","10.1016/j.solmat.2018.05.055","2018-08-25 0:46:10","1"
"1033154602479349760","10.1016/j.solmat.2018.05.055","2018-08-25 0:50:26","1"
"1033155031355285504","10.1016/j.solmat.2018.05.055","2018-08-25 0:52:09","1"
"1033191298679889920","10.1016/j.solmat.2018.05.055","2018-08-25 3:16:16","1"
"1033195751839621120","10.1016/j.solmat.2018.05.055","2018-08-25 3:33:57","1"
"1033212237895421953","10.1016/j.solmat.2018.05.055","2018-08-25 4:39:28","1"
"1033232745449840640","10.1016/j.solmat.2018.05.055","2018-08-25 6:00:57","1"
"1033236175043973120","10.1016/j.solmat.2018.05.055","2018-08-25 6:14:35","1"
"1033237103600168961","10.1016/j.solmat.2018.05.055","2018-08-25 6:18:16","1"
"1033240061897261056","10.1016/j.solmat.2018.05.055","2018-08-25 6:30:02","1"
"1033240271662854145","10.1016/j.solmat.2018.05.055","2018-08-25 6:30:52","1"
"1033244966724804608","10.1016/j.solmat.2018.05.055","2018-08-25 6:49:31","1"
"1033245759951589378","10.1016/j.solmat.2018.05.055","2018-08-25 6:52:40","1"
"1033252635997028352","10.1016/j.solmat.2018.05.055","2018-08-25 7:19:59","1"
"1033260198448779264","10.1016/j.solmat.2018.05.055","2018-08-25 7:50:03","1"
"1033265448727572480","10.1016/j.solmat.2018.05.055","2018-08-25 8:10:54",""
"1033270637719117824","10.1016/j.solmat.2018.05.055","2018-08-25 8:31:31","1"
"1033272985447288832","10.1016/j.solmat.2018.05.055","2018-08-25 8:40:51","1"
"1033275862026731523","10.1016/j.solmat.2018.05.055","2018-08-25 8:52:17","1"
"1033284054391697409","10.1016/j.solmat.2018.05.055","2018-08-25 9:24:50","1"
"1033284451831361536","10.1016/j.solmat.2018.05.055","2018-08-25 9:26:25","1"
"1033286557938016257","10.1016/j.solmat.2018.05.055","2018-08-25 9:34:47","1"
"1033289388720107520","10.1016/j.solmat.2018.05.055","2018-08-25 9:46:02","1"
"1033293609624367104","10.1016/j.solmat.2018.05.055","2018-08-25 10:02:48","1"
"1033294375382478848","10.1016/j.solmat.2018.05.055","2018-08-25 10:05:51","1"
"1033309436427808768","10.1016/j.solmat.2018.05.055","2018-08-25 11:05:42","1"
"1033312465784918016","10.1016/j.solmat.2018.05.055","2018-08-25 11:17:44","1"
"1033318759971336192","10.1016/j.solmat.2018.05.055","2018-08-25 11:42:45","1"
"1033323127722455041","10.1016/j.solmat.2018.05.055","2018-08-25 12:00:06","1"
"1033326259860910080","10.1016/j.solmat.2018.05.055","2018-08-25 12:12:33","1"
"1033335729072611328","10.1016/j.solmat.2018.05.055","2018-08-25 12:50:10","1"
"1033335762559873024","10.1016/j.solmat.2018.05.055","2018-08-25 12:50:18","1"
"1033353811157573632","10.1016/j.solmat.2018.05.055","2018-08-25 14:02:02","1"
"1033358909325492225","10.1016/j.solmat.2018.05.055","2018-08-25 14:22:17","1"
"1033382465430331393","10.1016/j.solmat.2018.05.055","2018-08-25 15:55:53","1"
"1033382511399919616","10.1016/j.solmat.2018.05.055","2018-08-25 15:56:04","1"
"1033382548007776256","10.1016/j.solmat.2018.05.055","2018-08-25 15:56:13","1"
"1033383385169833984","10.1016/j.solmat.2018.05.055","2018-08-25 15:59:33","1"
"1033386186952335360","10.1016/j.solmat.2018.05.055","2018-08-25 16:10:41","1"
"1033389044435222529","10.1016/j.solmat.2018.05.055","2018-08-25 16:22:02","1"
"1033413746033668097","10.1016/j.solmat.2018.05.055","2018-08-25 18:00:11","1"
"1033417038973288448","10.1016/j.solmat.2018.05.055","2018-08-25 18:13:16","1"
"1033426188562247683","10.1016/j.solmat.2018.05.055","2018-08-25 18:49:38","1"
"1033428777353789441","10.1016/j.solmat.2018.05.055","2018-08-25 18:59:55","1"
"1033431681426968578","10.1016/j.solmat.2018.05.055","2018-08-25 19:11:27","1"
"1033472754522247168","10.1016/j.solmat.2018.05.055","2018-08-25 21:54:40","1"
"1033528644809834496","10.1016/j.solmat.2018.05.055","2018-08-26 1:36:45","1"
"1033529528046432257","10.1016/j.solmat.2018.05.055","2018-08-26 1:40:16","1"
"1033542666619736064","10.1016/j.solmat.2018.05.055","2018-08-26 2:32:28","1"
"1033586760696168448","10.1016/j.solmat.2018.05.055","2018-08-26 5:27:41","1"
"1033598265122533377","10.1016/j.solmat.2018.05.055","2018-08-26 6:13:24","1"
"1033613298216787968","10.1016/j.solmat.2018.05.055","2018-08-26 7:13:08","1"
"1033649602996719617","10.1016/j.solmat.2018.05.055","2018-08-26 9:37:24","1"
"1033653343833518080","10.1016/j.solmat.2018.05.055","2018-08-26 9:52:16","1"
"1033659366342385664","10.1016/j.solmat.2018.05.055","2018-08-26 10:16:12","1"
"1033682417054359553","10.1016/j.solmat.2018.05.055","2018-08-26 11:47:47","1"
"1033696307934687232","10.1016/j.solmat.2018.05.055","2018-08-26 12:42:59","1"
"1033715749653815302","10.1016/j.solmat.2018.05.055","2018-08-26 14:00:14","1"
"1033737038183505920","10.1016/j.solmat.2018.05.055","2018-08-26 15:24:50","1"
"1033746397508583424","10.1016/j.solmat.2018.05.055","2018-08-26 16:02:01","1"
"1033817800090046464","10.1016/j.solmat.2018.05.055","2018-08-26 20:45:45","1"
"1033879050010341376","10.1016/j.solmat.2018.05.055","2018-08-27 0:49:08",""
"1033963286318862336","10.1016/j.solmat.2018.05.055","2018-08-27 6:23:52","1"
"1033978475949027328","10.1016/j.solmat.2018.05.055","2018-08-27 7:24:13","1"
"1034012786391744518","10.1016/j.solmat.2018.05.055","2018-08-27 9:40:33","1"
"1034110135415783425","10.1016/j.solmat.2018.05.055","2018-08-27 16:07:23","1"
"1034143553860063232","10.1016/j.solmat.2018.05.055","2018-08-27 18:20:11","1"
"1034143848811974657","10.1016/j.solmat.2018.05.055","2018-08-27 18:21:21","1"
"1034144061077286913","10.1016/j.solmat.2018.05.055","2018-08-27 18:22:12","1"
"1034144350890950657","10.1016/j.solmat.2018.05.055","2018-08-27 18:23:21","1"
"1034144691355189249","10.1016/j.solmat.2018.05.055","2018-08-27 18:24:42","1"
"1034145484259000320","10.1016/j.solmat.2018.05.055","2018-08-27 18:27:51","1"
"1034145533387001856","10.1016/j.solmat.2018.05.055","2018-08-27 18:28:03","1"
"1034145869879279616","10.1016/j.solmat.2018.05.055","2018-08-27 18:29:23","1"
"1034146111878037505","10.1016/j.solmat.2018.05.055","2018-08-27 18:30:21","1"
"1034146243600105473","10.1016/j.solmat.2018.05.055","2018-08-27 18:30:52","1"
"1034146761760272384","10.1016/j.solmat.2018.05.055","2018-08-27 18:32:56","1"
"1034147194218184711","10.1016/j.solmat.2018.05.055","2018-08-27 18:34:39","1"
"1034149851339079680","10.1016/j.solmat.2018.05.055","2018-08-27 18:45:12","1"
"1034151484089348096","10.1016/j.solmat.2018.05.055","2018-08-27 18:51:42","1"
"1034151937590157313","10.1016/j.solmat.2018.05.055","2018-08-27 18:53:30","1"
"1034153847395151872","10.1016/j.solmat.2018.05.055","2018-08-27 19:01:05","1"
"1034153917062557696","10.1016/j.solmat.2018.05.055","2018-08-27 19:01:22","1"
"1034153991570112513","10.1016/j.solmat.2018.05.055","2018-08-27 19:01:39","1"
"1034157556363493376","10.1016/j.solmat.2018.05.055","2018-08-27 19:15:49","1"
"1034157870076649472","10.1016/j.solmat.2018.05.055","2018-08-27 19:17:04","1"
"1034158023374069760","10.1016/j.solmat.2018.05.055","2018-08-27 19:17:41","1"
"1034158409912803328","10.1016/j.solmat.2018.05.055","2018-08-27 19:19:13","1"
"1034160509581324288","10.1016/j.solmat.2018.05.055","2018-08-27 19:27:33","1"
"1034164648700928001","10.1016/j.solmat.2018.05.055","2018-08-27 19:44:00","1"
"1034166392117899264","10.1016/j.solmat.2018.05.055","2018-08-27 19:50:56","1"
"1034170680898715648","10.1016/j.solmat.2018.05.055","2018-08-27 20:07:58","1"
"1034171494069297152","10.1016/j.solmat.2018.05.055","2018-08-27 20:11:12","1"
"1034173042803593216","10.1016/j.solmat.2018.05.055","2018-08-27 20:17:22","1"
"1034178252020047872","10.1016/j.solmat.2018.05.055","2018-08-27 20:38:04","1"
"1034179536106217472","10.1016/j.solmat.2018.05.055","2018-08-27 20:43:10","1"
"1034195183657598976","10.1016/j.solmat.2018.05.055","2018-08-27 21:45:20","1"
"1034195655307210752","10.1016/j.solmat.2018.05.055","2018-08-27 21:47:13","1"
"1034196466967797761","10.1016/j.solmat.2018.05.055","2018-08-27 21:50:26","1"
"1034196530280845312","10.1016/j.solmat.2018.05.055","2018-08-27 21:50:41","1"
"1034196655719903232","10.1016/j.solmat.2018.05.055","2018-08-27 21:51:11","1"
"1034197743764262912","10.1016/j.solmat.2018.05.055","2018-08-27 21:55:31","1"
"1034197851377623040","10.1016/j.solmat.2018.05.055","2018-08-27 21:55:56","1"
"1034199275326996481","10.1016/j.solmat.2018.05.055","2018-08-27 22:01:36","1"
"1034200143610793984","10.1016/j.solmat.2018.05.055","2018-08-27 22:05:03","1"
"1034200310997168128","10.1016/j.solmat.2018.05.055","2018-08-27 22:05:43","1"
"1034202423424741376","10.1016/j.solmat.2018.05.055","2018-08-27 22:14:06","1"
"1034203296162967552","10.1016/j.solmat.2018.05.055","2018-08-27 22:17:35","1"
"1034204290078789632","10.1016/j.solmat.2018.05.055","2018-08-27 22:21:31","1"
"1034209788215799808","10.1016/j.solmat.2018.05.055","2018-08-27 22:43:22","1"
"1034220954614816768","10.1016/j.solmat.2018.05.055","2018-08-27 23:27:45","1"
"1034222595040792576","10.1016/j.solmat.2018.05.055","2018-08-27 23:34:16","1"
"1034230263151316992","10.1016/j.solmat.2018.05.055","2018-08-28 0:04:44","1"
"1034287910315585536","10.1016/j.solmat.2018.05.055","2018-08-28 3:53:48","1"
"1034299043969560576","10.1016/j.solmat.2018.05.055","2018-08-28 4:38:03","1"
"1034300903161905152","10.1016/j.solmat.2018.05.055","2018-08-28 4:45:26","1"
"1034321434741432320","10.1016/j.solmat.2018.05.055","2018-08-28 6:07:01","1"
"1034328617738752000","10.1016/j.solmat.2018.05.055","2018-08-28 6:35:34","1"
"1034346553761259520","10.1016/j.solmat.2018.05.055","2018-08-28 7:46:50","1"
"1034362259617865728","10.1016/j.solmat.2018.05.055","2018-08-28 8:49:14","1"
"1034426674950152192","10.1016/j.solmat.2018.05.055","2018-08-28 13:05:12","1"
"1034428095737020416","10.1016/j.solmat.2018.05.055","2018-08-28 13:10:51","1"
"1034447158123094017","10.1016/j.solmat.2018.05.055","2018-08-28 14:26:36","1"
"1034456431506935808","10.1016/j.solmat.2018.05.055","2018-08-28 15:03:27","1"
"1034473036622254083","10.1016/j.solmat.2018.05.055","2018-08-28 16:09:26","1"
"1034547991137398790","10.1016/j.solmat.2018.05.055","2018-08-28 21:07:16","1"
"1034565622980665344","10.1016/j.solmat.2018.05.055","2018-08-28 22:17:20","1"
"1034565816191275009","10.1016/j.solmat.2018.05.055","2018-08-28 22:18:06","1"
"1034566773604016130","10.1016/j.solmat.2018.05.055","2018-08-28 22:21:54","1"
"1034567404049846272","10.1016/j.solmat.2018.05.055","2018-08-28 22:24:25","1"
"1034568883221549058","10.1016/j.solmat.2018.05.055","2018-08-28 22:30:17","1"
"1034573190884937734","10.1016/j.solmat.2018.05.055","2018-08-28 22:47:24","1"
"1034629596572831744","10.1016/j.solmat.2018.05.055","2018-08-29 2:31:32","1"
"1034639267975315458","10.1016/j.solmat.2018.05.055","2018-08-29 3:09:58","1"
"1034641796905820160","10.1016/j.solmat.2018.05.055","2018-08-29 3:20:01","1"
"1034703049468461056","10.1016/j.solmat.2018.05.055","2018-08-29 7:23:25","1"
"1034719171714535424","10.1016/j.solmat.2018.05.055","2018-08-29 8:27:29",""
"1034719852223586304","10.1016/j.solmat.2018.05.055","2018-08-29 8:30:11","1"
"1034727601238106113","10.1016/j.solmat.2018.05.055","2018-08-29 9:00:59","1"
"1034778221596815363","10.1016/j.solmat.2018.05.055","2018-08-29 12:22:07",""
"1034786106066300928","10.1016/j.solmat.2018.05.055","2018-08-29 12:53:27","1"
"1034800716450340865","10.1016/j.solmat.2018.05.055","2018-08-29 13:51:31","1"
"1034859346751053825","10.1016/j.solmat.2018.05.055","2018-08-29 17:44:29","1"
"1034909758720036865","10.1016/j.solmat.2018.05.055","2018-08-29 21:04:48","1"
"1035034367679234048","10.1016/j.solmat.2018.05.055","2018-08-30 5:19:57","1"
"1035036108583653376","10.1016/j.solmat.2018.05.055","2018-08-30 5:26:52","1"
"1035042958402236416","10.1016/j.solmat.2018.05.055","2018-08-30 5:54:06","1"
"1035152713430970368","10.1016/j.solmat.2018.05.055","2018-08-30 13:10:13","1"
"1035152848420392960","10.1016/j.solmat.2018.05.055","2018-08-30 13:10:45","1"
"1035152989806313477","10.1016/j.solmat.2018.05.055","2018-08-30 13:11:19","1"
"1035157176694841344","10.1016/j.solmat.2018.05.055","2018-08-30 13:27:57","1"
"1035161822326927360","10.1016/j.solmat.2018.05.055","2018-08-30 13:46:25","1"
"1035167449878953984","10.1016/j.solmat.2018.05.055","2018-08-30 14:08:47","1"
"1035193354810781697","10.1016/j.solmat.2018.05.055","2018-08-30 15:51:43","1"
"1035196687625670657","10.1016/j.solmat.2018.05.055","2018-08-30 16:04:58","1"
"1035199630508806145","10.1016/j.solmat.2018.05.055","2018-08-30 16:16:39","1"
"1035207331540291590","10.1016/j.solmat.2018.05.055","2018-08-30 16:47:15","1"
"1035230081235308544","10.1016/j.solmat.2018.05.055","2018-08-30 18:17:39","1"
"1035300903761326080","10.1016/j.solmat.2018.05.055","2018-08-30 22:59:05","1"
"1035350185004556288","10.1016/j.solmat.2018.05.055","2018-08-31 2:14:54","1"
"1035374131850739717","10.1016/j.solmat.2018.05.055","2018-08-31 3:50:04","1"
"1035397279186710528","10.1016/j.solmat.2018.05.055","2018-08-31 5:22:02","1"
"1035397715125923840","10.1016/j.solmat.2018.05.055","2018-08-31 5:23:46","1"
"1035398657229635584","10.1016/j.solmat.2018.05.055","2018-08-31 5:27:31","1"
"1035399671194079232","10.1016/j.solmat.2018.05.055","2018-08-31 5:31:33",""
"1035400754880757760","10.1016/j.solmat.2018.05.055","2018-08-31 5:35:51","1"
"1035400989862453249","10.1016/j.solmat.2018.05.055","2018-08-31 5:36:47","1"
"1035402238716456960","10.1016/j.solmat.2018.05.055","2018-08-31 5:41:45","1"
"1035411586796515328","10.1016/j.solmat.2018.05.055","2018-08-31 6:18:53","1"
"1035413291219136512","10.1016/j.solmat.2018.05.055","2018-08-31 6:25:40","1"
"1035418241353408512","10.1016/j.solmat.2018.05.055","2018-08-31 6:45:20","1"
"1035423894864384001","10.1016/j.solmat.2018.05.055","2018-08-31 7:07:48","1"
"1035910776567918593","10.1016/j.solmat.2018.05.055","2018-09-01 15:22:30","1"
"1036279058991140864","10.1016/j.solmat.2018.05.055","2018-09-02 15:45:55","1"
"1036282613797998592","10.1016/j.solmat.2018.05.055","2018-09-02 16:00:02","1"
"1037161744161026048","10.1016/j.solmat.2018.05.055","2018-09-05 2:13:23","1"
"1038094355767205888","10.1016/j.solmat.2018.05.055","2018-09-07 15:59:15","1"
"1042446761074352134","10.1016/j.solmat.2018.05.055","2018-09-19 16:14:10","1"
"1043531643313684484","10.1016/j.solmat.2018.05.055","2018-09-22 16:05:06","1"
"1085463934423916546","10.1016/j.solmat.2018.05.055","2019-01-16 9:09:03","1"
"1007353045225824256","10.18632/oncotarget.8289","2018-06-14 20:04:16","1"
"1007353841543770113","10.18632/oncotarget.8289","2018-06-14 20:07:26","1"
"1007355332509696000","10.18632/oncotarget.8289","2018-06-14 20:13:21","1"
"1007358068731072514","10.18632/oncotarget.8289","2018-06-14 20:24:14","1"
"1007363684262391809","10.18632/oncotarget.8289","2018-06-14 20:46:32","1"
"1026473997188444160","10.18632/oncotarget.8289","2018-08-06 14:24:06","1"
"1026772920679493632","10.18632/oncotarget.8289","2018-08-07 10:11:55",""
"1027124725359755265","10.18632/oncotarget.8289","2018-08-08 9:29:52","1"
"1027126931895058432","10.18632/oncotarget.8289","2018-08-08 9:38:38","1"
"1032257615118643202","10.7717/peerj.4921","2018-08-22 13:26:08","1"
"1032257698585305089","10.7717/peerj.4921","2018-08-22 13:26:28","1"
"1032263202204209155","10.7717/peerj.4921","2018-08-22 13:48:20","1"
"1032266587611557889","10.7717/peerj.4921","2018-08-22 14:01:47","1"
"1032976989584388096","10.1161/hypertensionaha.111.184226","2018-08-24 13:04:40",""
"1033993605860417536","10.1161/hypertensionaha.111.184226","2018-08-27 8:24:20",""
"1020889028428693505","10.1371/journal.pone.0180487","2018-07-22 4:31:26","1"
"1027947222401335296","10.1371/journal.pone.0180487","2018-08-10 15:58:10","1"
"1047113548285894657","10.1371/journal.pone.0180487","2018-10-02 13:18:18","1"
"1069720298558230529","10.1371/journal.pone.0180487","2018-12-03 22:29:28","1"
"1042439726307913728","10.1371/journal.pone.0133117","2018-09-19 15:46:13","1"
"1020776311206436865","10.1371/journal.pone.0196128","2018-07-21 21:03:32",""
"1020779639055282177","10.1371/journal.pone.0196128","2018-07-21 21:16:45",""
"1042187800538492928","10.1371/journal.pone.0196128","2018-09-18 23:05:09","1"
"1042190794667511809","10.1371/journal.pone.0196128","2018-09-18 23:17:03","1"
"1042209574701486080","10.1371/journal.pone.0196128","2018-09-19 0:31:40","1"
"1042376362315669509","10.1371/journal.pone.0196128","2018-09-19 11:34:25","1"
"1042413987198058496","10.1371/journal.pone.0196128","2018-09-19 14:03:56","1"
"1042510417547939840","10.1371/journal.pone.0196128","2018-09-19 20:27:07","1"
"1042693176895647744","10.1371/journal.pone.0196128","2018-09-20 8:33:20","1"
"1043697878437367809","10.1371/journal.pone.0196128","2018-09-23 3:05:39","1"
"1044579773459005441","10.1371/journal.pone.0196128","2018-09-25 13:30:00","1"
